0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
2018010218,1247A,84.0,62.0,114.0,18.0,88.0,7.0,1.1,100,75,10261,360,30,2,-9999,1
2018010218,2921A,92.0,68.0,128.0,10.0,97.0,3.0,1.4,117,86,10253,20,20,9,-9999,7
2018010219,1246A,72.0,52.0,90.0,17.0,90.0,2.0,1.2,100,90,10263,340,30,3,-9999,11
2018010219,1247A,93.0,69.0,131.0,19.0,91.0,1.0,1.2,100,90,10263,340,30,3,-9999,11
2018010219,2921A,117.0,71.0,183.0,9.0,93.0,3.0,1.5,117,86,10253,20,20,9,-9999,7
2018010220,1246A,77.0,56.0,100.0,15.0,87.0,2.0,1.3,100,100,10265,340,30,4,-9999,21
2018010220,1247A,99.0,74.0,144.0,19.0,89.0,2.0,1.3,100,100,10265,340,30,4,-9999,21
2018010220,2921A,104.0,78.0,145.0,8.0,91.0,3.0,1.5,117,86,10253,20,20,9,-9999,8
2018010221,1246A,89.0,66.0,116.0,14.0,84.0,2.0,1.3,90,84,10267,360,30,5,-9999,31
2018010221,1247A,101.0,75.0,151.0,18.0,87.0,2.0,1.4,90,84,10267,360,30,5,-9999,31
2018010221,2921A,117.0,88.0,171.0,9.0,93.0,3.0,1.5,101,92,10257,20,30,9,-9999,9
2018010222,1246A,103.0,77.0,127.0,11.0,84.0,2.0,1.3,110,100,10274,350,30,6,-9999,41
2018010222,1247A,100.0,75.0,150.0,20.0,88.0,1.0,1.3,110,100,10274,350,30,6,-9999,41
2018010222,2921A,123.0,93.0,178.0,10.0,87.0,3.0,1.6,101,92,10257,20,30,9,-9999,9
2018010223,1246A,99.0,74.0,122.0,11.0,79.0,2.0,1.3,100,100,10281,50,50,7,-9999,51
2018010223,1247A,110.0,83.0,161.0,19.0,84.0,1.0,1.2,100,100,10281,50,50,7,-9999,51
2018010223,2921A,115.0,87.0,163.0,13.0,83.0,3.0,1.4,101,92,10257,20,30,9,-9999,10
2018010300,1246A,88.0,65.0,112.0,12.0,79.0,19.0,1.3,92,87,10288,20,40,8,-9999,60
2018010300,1247A,107.0,80.0,154.0,19.0,83.0,1.0,1.2,92,87,10288,20,40,8,-9999,60
2018010300,2921A,108.0,81.0,157.0,10.0,79.0,4.0,1.4,100,92,10273,20,30,8,-9999,10
2018010301,1246A,95.0,71.0,121.0,17.0,78.0,19.0,1.4,90,90,10291,40,60,8,-9999,59
2018010301,1247A,104.0,78.0,152.0,22.0,80.0,1.0,1.2,90,90,10291,40,60,8,-9999,59
2018010301,2921A,111.0,83.0,172.0,11.0,82.0,4.0,1.5,100,92,10273,20,30,8,-9999,10
2018010302,1246A,117.0,88.0,137.0,24.0,77.0,19.0,1.5,90,80,10293,40,50,8,-9999,57
2018010302,1247A,125.0,95.0,181.0,23.0,80.0,1.0,1.3,90,80,10293,40,50,8,-9999,57
2018010302,2921A,123.0,93.0,188.0,13.0,84.0,4.0,1.5,100,92,10273,20,30,8,-9999,10
2018010303,1246A,102.0,76.0,112.0,19.0,69.0,19.0,1.3,82,74,10295,40,40,8,-9999,56
2018010303,1247A,124.0,94.0,173.0,27.0,78.0,1.0,1.2,82,74,10295,40,40,8,-9999,56
2018010303,2921A,122.0,92.0,168.0,12.0,76.0,4.0,1.4,102,94,10279,360,30,8,-9999,15
2018010304,1246A,85.0,63.0,92.0,11.0,62.0,19.0,1.2,90,80,10291,40,50,8,-9999,54
2018010304,1247A,110.0,83.0,150.0,19.0,66.0,1.0,1.0,90,80,10291,40,50,8,-9999,54
2018010304,2921A,110.0,83.0,162.0,8.0,69.0,4.0,1.3,102,94,10279,360,30,8,-9999,20
2018010305,1246A,70.0,51.0,70.0,8.0,58.0,19.0,1.1,90,80,10287,40,50,8,-9999,52
2018010305,1247A,97.0,72.0,127.0,16.0,61.0,1.0,0.9,90,80,10287,40,50,8,-9999,52
2018010305,2921A,93.0,69.0,122.0,6.0,63.0,4.0,1.2,102,94,10279,360,30,8,-9999,25
2018010306,1246A,35.0,24.0,35.0,7.0,43.0,19.0,0.9,81,73,10282,20,40,8,-9999,50
2018010306,1247A,67.0,48.0,84.0,12.0,57.0,1.0,0.8,81,73,10282,20,40,8,-9999,50
2018010306,2921A,61.0,40.0,72.0,5.0,60.0,4.0,1.1,97,89,10260,20,40,8,-9999,30
2018010307,1246A,15.0,9.0,14.0,6.0,29.0,39.0,0.8,90,80,10285,40,70,8,-9999,52
2018010307,1247A,31.0,15.0,31.0,11.0,29.0,29.0,0.6,90,80,10285,40,70,8,-9999,52
2018010307,2921A,36.0,19.0,36.0,4.0,53.0,4.0,1.0,97,89,10260,20,40,8,-9999,30
2018010308,1246A,16.0,9.0,16.0,7.0,32.0,50.0,1.0,80,70,10288,60,60,8,-9999,54
2018010308,1247A,17.0,6.0,17.0,11.0,17.0,51.0,0.5,80,70,10288,60,60,8,-9999,54
2018010308,2921A,12.0,6.0,12.0,2.0,22.0,38.0,0.8,97,89,10260,20,40,8,-9999,30
2018010309,1246A,20.0,12.0,20.0,8.0,31.0,56.0,1.1,71,64,10290,40,50,8,-9999,55
2018010309,1247A,27.0,11.0,27.0,11.0,15.0,62.0,0.6,71,64,10290,40,50,8,-9999,55
2018010309,2921A,17.0,7.0,15.0,2.0,15.0,53.0,0.8,87,79,10270,20,60,8,-9999,30
2018010310,1246A,29.0,18.0,29.0,8.0,37.0,50.0,1.1,70,60,10297,60,70,8,-9999,57
2018010310,1247A,33.0,15.0,33.0,11.0,16.0,64.0,0.6,70,60,10297,60,70,8,-9999,57
2018010310,2921A,20.0,10.0,20.0,3.0,17.0,52.0,0.8,87,79,10270,20,60,8,-9999,30
2018010311,1246A,34.0,23.0,34.0,6.0,31.0,60.0,0.9,70,60,10303,40,60,8,-9999,59
2018010311,1247A,41.0,19.0,41.0,11.0,18.0,63.0,0.7,70,60,10303,40,60,8,-9999,59
2018010311,2921A,26.0,14.0,26.0,3.0,22.0,50.0,0.9,87,79,10270,20,60,8,-9999,30
2018010312,1246A,30.0,21.0,29.0,6.0,33.0,60.0,1.0,56,46,10309,40,50,8,-9999,60
2018010312,1247A,28.0,12.0,28.0,10.0,16.0,73.0,0.7,56,46,10309,40,50,8,-9999,60
2018010312,2921A,22.0,11.0,22.0,3.0,17.0,57.0,0.9,71,62,10290,20,60,8,-9999,30
2018010313,1246A,28.0,18.0,28.0,7.0,33.0,56.0,1.0,60,50,10309,50,60,8,-9999,55
2018010313,1247A,36.0,17.0,36.0,10.0,19.0,68.0,0.7,60,50,10309,50,60,8,-9999,55
2018010313,2921A,23.0,13.0,23.0,2.0,18.0,56.0,0.9,71,62,10290,20,60,8,-9999,30
2018010314,1246A,26.0,17.0,26.0,6.0,36.0,49.0,1.0,60,50,10308,60,50,8,-9999,50
2018010314,1247A,27.0,12.0,27.0,10.0,15.0,68.0,0.7,60,50,10308,60,50,8,-9999,50
2018010314,2921A,19.0,11.0,19.0,2.0,17.0,53.0,0.9,71,62,10290,20,60,8,-9999,30
2018010315,1246A,33.0,22.0,33.0,6.0,34.0,48.0,0.9,50,43,10307,40,50,8,-9999,45
2018010315,1247A,31.0,14.0,31.0,10.0,17.0,63.0,0.7,50,43,10307,40,50,8,-9999,45
2018010315,2921A,22.0,11.0,22.0,2.0,20.0,48.0,0.9,62,55,10289,20,50,9,-9999,23
2018010316,1246A,42.0,28.0,42.0,6.0,36.0,47.0,0.9,50,40,10305,50,50,8,-9999,40
2018010316,1247A,32.0,14.0,32.0,10.0,17.0,60.0,0.7,50,40,10305,50,50,8,-9999,40
2018010316,2921A,32.0,16.0,32.0,2.0,21.0,46.0,0.9,62,55,10289,20,50,9,-9999,16
2018010317,1246A,49.0,34.0,46.0,5.0,40.0,39.0,1.0,50,40,10302,30,40,8,-9999,35
2018010317,1247A,43.0,21.0,43.0,11.0,17.0,61.0,0.7,50,40,10302,30,40,8,-9999,35
2018010317,2921A,43.0,25.0,43.0,2.0,23.0,45.0,0.9,62,55,10289,20,50,9,-9999,9
2018010318,1246A,43.0,30.0,38.0,6.0,36.0,44.0,0.9,46,39,10299,20,40,8,-9999,30
2018010318,1247A,38.0,19.0,38.0,10.0,18.0,58.0,0.7,46,39,10299,20,40,8,-9999,30
2018010318,2921A,35.0,22.0,35.0,2.0,22.0,44.0,0.9,60,51,10283,20,40,9,-9999,2
2018010319,1246A,57.0,40.0,53.0,5.0,33.0,49.0,0.9,50,40,10294,60,50,8,-9999,35
2018010319,1247A,42.0,22.0,42.0,11.0,17.0,61.0,0.7,50,40,10294,60,50,8,-9999,35
2018010319,2921A,43.0,25.0,43.0,2.0,24.0,43.0,0.9,60,51,10283,20,40,9,-9999,2
2018010320,1246A,55.0,39.0,51.0,5.0,32.0,47.0,0.9,50,40,10289,50,40,8,-9999,40
2018010320,1247A,46.0,25.0,46.0,11.0,15.0,64.0,0.7,50,40,10289,50,40,8,-9999,40
2018010320,2921A,54.0,32.0,58.0,2.0,24.0,44.0,0.9,60,51,10283,20,40,9,-9999,2
2018010321,1246A,43.0,30.0,36.0,7.0,32.0,47.0,0.9,42,36,10284,70,30,8,-9999,45
2018010321,1247A,34.0,19.0,34.0,10.0,16.0,58.0,0.7,42,36,10284,70,30,8,-9999,45
2018010321,2921A,38.0,22.0,38.0,2.0,21.0,43.0,0.9,56,49,10275,20,30,9,-9999,3
2018010322,1246A,33.0,23.0,27.0,6.0,32.0,40.0,0.9,50,40,10283,60,40,8,-9999,50
2018010322,1247A,26.0,13.0,26.0,10.0,14.0,57.0,0.6,50,40,10283,60,40,8,-9999,50
2018010322,2921A,26.0,15.0,26.0,2.0,17.0,44.0,0.8,56,49,10275,20,30,9,-9999,3
2018010323,1246A,29.0,20.0,24.0,6.0,30.0,40.0,0.8,50,40,10282,60,50,8,-9999,55
2018010323,1247A,20.0,9.0,20.0,10.0,12.0,55.0,0.6,50,40,10282,60,50,8,-9999,55
2018010323,2921A,20.0,11.0,20.0,2.0,16.0,42.0,0.8,56,49,10275,20,30,9,-9999,4
2018010400,1246A,29.0,20.0,23.0,5.0,26.0,47.0,0.7,42,33,10281,20,30,8,-9999,60
2018010400,1247A,21.0,8.0,21.0,10.0,8.0,61.0,0.6,42,33,10281,20,30,8,-9999,60
2018010400,2921A,20.0,11.0,20.0,2.0,13.0,45.0,0.8,58,51,10270,20,20,8,-9999,4
2018010401,1246A,39.0,27.0,30.0,5.0,31.0,39.0,0.8,50,40,10277,40,50,8,-9999,62
2018010401,1247A,18.0,7.0,18.0,10.0,11.0,56.0,0.6,50,40,10277,40,50,8,-9999,62
2018010401,2921A,22.0,13.0,22.0,2.0,17.0,40.0,0.8,58,51,10270,20,20,8,-9999,4
2018010402,1246A,43.0,30.0,34.0,7.0,34.0,32.0,0.8,50,40,10273,40,40,8,-9999,64
2018010402,1247A,19.0,9.0,19.0,10.0,14.0,48.0,0.6,50,40,10273,40,40,8,-9999,64
2018010402,2921A,34.0,21.0,34.0,2.0,23.0,30.0,0.8,58,51,10270,20,20,8,-9999,4
2018010403,1246A,29.0,20.0,22.0,5.0,27.0,41.0,0.8,45,35,10269,20,30,8,-9999,65
2018010403,1247A,20.0,9.0,20.0,10.0,15.0,46.0,0.6,45,35,10269,20,30,8,-9999,65
2018010403,2921A,27.0,17.0,27.0,3.0,21.0,33.0,0.8,62,55,10259,20,20,8,-9999,16
2018010404,1246A,32.0,22.0,22.0,5.0,27.0,41.0,0.7,50,50,10258,30,40,8,-9999,67
2018010404,1247A,17.0,6.0,15.0,10.0,11.0,52.0,0.6,50,50,10258,30,40,8,-9999,67
2018010404,2921A,16.0,11.0,16.0,2.0,16.0,38.0,0.8,62,55,10259,20,20,8,-9999,27
2018010405,1246A,25.0,17.0,18.0,5.0,29.0,37.0,0.8,60,50,10246,30,50,8,-9999,69
2018010405,1247A,15.0,6.0,14.0,10.0,14.0,47.0,0.6,60,50,10246,30,50,8,-9999,69
2018010405,2921A,18.0,12.0,16.0,2.0,19.0,34.0,0.8,62,55,10259,20,20,8,-9999,39
2018010406,1246A,20.0,14.0,16.0,5.0,28.0,38.0,0.8,47,41,10234,20,20,8,-9999,70
2018010406,1247A,15.0,7.0,15.0,10.0,15.0,47.0,0.6,47,41,10234,20,20,8,-9999,70
2018010406,2921A,19.0,13.0,19.0,2.0,16.0,37.0,0.8,69,60,10228,20,20,8,-9999,50
2018010407,1246A,19.0,13.0,15.0,5.0,34.0,33.0,0.8,60,50,10232,40,40,8,-9999,75
2018010407,1247A,16.0,5.0,13.0,10.0,14.0,51.0,0.6,60,50,10232,40,40,8,-9999,75
2018010407,2921A,16.0,11.0,15.0,2.0,18.0,38.0,0.8,69,60,10228,20,20,8,-9999,50
2018010408,1246A,18.0,12.0,12.0,5.0,36.0,33.0,0.8,60,50,10230,30,30,8,-9999,80
2018010408,1247A,16.0,3.0,11.0,10.0,16.0,51.0,0.6,60,50,10230,30,30,8,-9999,80
2018010408,2921A,13.0,5.0,8.0,1.0,18.0,41.0,0.8,69,60,10228,20,20,8,-9999,50
2018010409,1246A,20.0,14.0,12.0,5.0,37.0,31.0,0.8,52,46,10227,360,20,8,-9999,85
2018010409,1247A,17.0,2.0,9.0,10.0,14.0,52.0,0.6,52,46,10227,360,20,8,-9999,85
2018010409,2921A,12.0,7.0,11.0,2.0,24.0,35.0,0.8,67,61,10222,360,10,8,-9999,43
2018010410,1246A,21.0,14.0,16.0,6.0,41.0,26.0,0.8,60,50,10228,30,30,8,-9999,90
